Código;Programa;Instituição de Ensino;Área de Avaliação;Área Básica;Situação;Modalidade;ME;DO;MP;DP
42046017011P0;ADMINISTRAÇÃO;FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
40006018044P2;ADMINISTRAÇÃO;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
32005016070P4;ADMINISTRAÇÃO;UNIVERSIDADE FEDERAL DE JUIZ DE FORA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
33002037025P3;ADMINISTRAÇÃO;USP ( ESCOLA SUPERIOR DE AGRICULTURA LUIZ DE QUEIROZ );ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;4;-;-;-
23004010008P5;ADMINISTRAÇÃO;UNIVERSIDADE POTIGUAR;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
41007018006P2;ADMINISTRAÇÃO;UNIVERSIDADE DO OESTE DE SANTA CATARINA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;-;4;-;-
33003025005P3;ADMINISTRAÇÃO;UNIVERSIDADE ESTADUAL DE CAMPINAS ( LIMEIRA );ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
24009016172P4;ADMINISTRAÇÃO;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
41009010003P6;ADMINISTRAÇÃO;UNIVERSIDADE DO CONTESTADO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;PROFISSIONAL;-;-;A;-
42041015011P8;ADMINISTRAÇÃO;UNIVERSIDADE FEEVALE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;A;-;-;-
23003014074P1;ADMINISTRAÇÃO;UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;A;-;-;-
32045018002P6;ADMINISTRAÇÃO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;PROFISSIONAL;-;-;A;-
15001016169P7;ADMINISTRAÇÃO;UNIVERSIDADE FEDERAL DO PARÁ;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;A;-;-;-
33001014076P0;ADMINISTRAÇÃO;UNIVERSIDADE FEDERAL DE SÃO CARLOS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;A;-;-;-
33139016002P0;Administração;ESCOLA SUPERIOR DE PROPAGANDA E MARKETING;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;5;5;-;-
41002016020P3;Administração;UNIVERSIDADE DO ESTADO DE SANTA CATARINA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
31003010078P3;Administração;UNIVERSIDADE FEDERAL FLUMINENSE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
33007012010P7;Administração;UNIVERSIDADE METODISTA DE PIRACICABA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;-;4;-;-
31011012014P0;Administração;FUNDAÇÃO GETÚLIO VARGAS ( RJ );ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO PÚBLICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;4;-
52016013002P3;Administração;CENTRO UNIVERSITÁRIO ALVES FARIA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
41007018002P7;Administração;UNIVERSIDADE DO OESTE DE SANTA CATARINA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;PROFISSIONAL;-;-;4;-
40015017028P2;Administração;UNIVERSIDADE ESTADUAL DO OESTE DO PARANA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
52001016068P0;Administração;UNIVERSIDADE FEDERAL DE GOIÁS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
42051010002P0;Administração;FACULDADE MERIDIONAL;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;4;-;-;-
32003013014P4;Administração;UNIVERSIDADE FEDERAL DE ITAJUBÁ;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
33057010006P2;ADMINISTRAÇÃO ;UNIVERSIDADE IBIRAPUERA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO DE EMPRESAS;EM FUNCIONAMENTO;PROFISSIONAL;-;-;A;-
41005015011P3;ADMINISTRAÇÃO - GESTÃO, INTERNACIONALIZAÇÃO E LOGÍSTICA;UNIVERSIDADE DO VALE DO ITAJAÍ;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO DE EMPRESAS;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
33149011001P5;ADMINISTRAÇÃO DAS MICRO E PEQUENAS EMPRESAS;CENTRO UNIVERSITÁRIO CAMPO LIMPO PAULISTA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO DE EMPRESAS;EM FUNCIONAMENTO;PROFISSIONAL;-;-;4;4
22002014001P5;ADMINISTRAÇÃO DE EMPRESAS;UNIVERSIDADE DE FORTALEZA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
31005012019P6;ADMINISTRAÇÃO DE EMPRESAS;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO DE EMPRESAS;EM FUNCIONAMENTO;ACADÊMICO;5;5;-;-
33014019001P0;ADMINISTRAÇÃO DE EMPRESAS;FUNDAÇÃO GETÚLIO VARGAS (SP);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;7;7;-;-
33024014019P9;ADMINISTRAÇÃO DE EMPRESAS;UNIVERSIDADE PRESBITERIANA MACKENZIE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;5;5;-;-
33014019004P0;ADMINISTRAÇÃO DE EMPRESAS;FUNDAÇÃO GETÚLIO VARGAS (SP);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;5
31005012033P9;ADMINISTRAÇÃO DE EMPRESAS;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO DE EMPRESAS;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
33002029036P0;ADMINISTRAÇÃO DE ORGANIZAÇÕES;UNIVERSIDADE DE SÃO PAULO ( RIBEIRÃO PRETO );ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;5;5;-;-
33024014029P4;ADMINISTRAÇÃO DO DESENVOLVIMENTO DE NEGÓCIOS;UNIVERSIDADE PRESBITERIANA MACKENZIE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
30007011003P2;ADMINISTRAÇÃO E CIÊNCIAS CONTÁBEIS;FUCAPE FUNDACAO DE PESQUISA E ENSINO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;CIÊNCIAS CONTÁBEIS;EM FUNCIONAMENTO;ACADÊMICO;5;5;-;-
22001018065P7;ADMINISTRAÇÃO E CONTROLADORIA;UNIVERSIDADE FEDERAL DO CEARÁ;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
22001018071P7;ADMINISTRAÇÃO E CONTROLADORIA;UNIVERSIDADE FEDERAL DO CEARÁ;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;PROFISSIONAL;-;-;4;-
31018017008P5;ADMINISTRAÇÃO E DESENVOLVIMENTO EMPRESARIAL;UNIVERSIDADE ESTÁCIO DE SÁ;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;PROFISSIONAL;-;-;4;-
25003011014P4;ADMINISTRAÇÃO E DESENVOLVIMENTO RURAL;UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
31003010082P0;ADMINISTRAÇÃO E GESTÃO DA ASSISTÊNCIA FARMACÊUTICA;UNIVERSIDADE FEDERAL FLUMINENSE;FARMÁCIA                                          ;FARMÁCIA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
42005019031P7;ADMINISTRAÇÃO E NEGÓCIOS;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;5;5;-;-
32049013001P5;ADMINISTRAÇÃO PÚBLICA;FUNDAÇÃO JOÃO PINHEIRO (ESCOLA DE GOVERNO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
53019016002P5;ADMINISTRAÇÃO PÚBLICA;INSTITUTO BRASILEIRO DE ENSINO, DESENVOLVIMENTO E PESQUISA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO PÚBLICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
32010010042P4;ADMINISTRAÇÃO PÚBLICA;UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO PÚBLICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
42002010166P4;ADMINISTRAÇÃO PÚBLICA;UNIVERSIDADE FEDERAL DE SANTA MARIA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO PÚBLICA;EM FUNCIONAMENTO;ACADÊMICO;A;-;-;-
32004010024P0;Administração Pública;UNIVERSIDADE FEDERAL DE LAVRAS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO PÚBLICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
33014019003P3;ADMINISTRAÇÃO PÚBLICA E GOVERNO;FUNDAÇÃO GETÚLIO VARGAS (SP);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;6;6;-;-
53045009001P3;ADMINISTRAÇÃO PÚBLICA EM REDE NACIONAL;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO PÚBLICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
53045009001P3;ADMINISTRAÇÃO PÚBLICA EM REDE NACIONAL;FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO PÚBLICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
53045009001P3;ADMINISTRAÇÃO PÚBLICA EM REDE NACIONAL;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO PÚBLICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
53045009001P3;ADMINISTRAÇÃO PÚBLICA EM REDE NACIONAL;UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO PÚBLICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
53045009001P3;ADMINISTRAÇÃO PÚBLICA EM REDE NACIONAL;UNIVERSIDADE FEDERAL DE PELOTAS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO PÚBLICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
53045009001P3;ADMINISTRAÇÃO PÚBLICA EM REDE NACIONAL;UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO PÚBLICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
53045009001P3;ADMINISTRAÇÃO PÚBLICA EM REDE NACIONAL;UNIVERSIDADE FEDERAL DE ALFENAS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO PÚBLICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
53045009001P3;ADMINISTRAÇÃO PÚBLICA EM REDE NACIONAL;FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO PÚBLICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
53045009001P3;ADMINISTRAÇÃO PÚBLICA EM REDE NACIONAL;UNIVERSIDADE FEDERAL DE VIÇOSA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO PÚBLICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
53045009001P3;ADMINISTRAÇÃO PÚBLICA EM REDE NACIONAL;UNIVERSIDADE FEDERAL DE ALAGOAS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO PÚBLICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
53045009001P3;ADMINISTRAÇÃO PÚBLICA EM REDE NACIONAL;UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO PÚBLICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
53045009001P3;ADMINISTRAÇÃO PÚBLICA EM REDE NACIONAL;UNIVERSIDADE FEDERAL DE GOIÁS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO PÚBLICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
53045009001P3;ADMINISTRAÇÃO PÚBLICA EM REDE NACIONAL;FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO PÚBLICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
53045009001P3;ADMINISTRAÇÃO PÚBLICA EM REDE NACIONAL;UNIVERSIDADE FEDERAL FLUMINENSE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO PÚBLICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
53045009001P3;ADMINISTRAÇÃO PÚBLICA EM REDE NACIONAL;UNIVERSIDADE FEDERAL DA GRANDE DOURADOS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO PÚBLICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
53045009001P3;ADMINISTRAÇÃO PÚBLICA EM REDE NACIONAL;FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO PÚBLICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
53045009001P3;ADMINISTRAÇÃO PÚBLICA EM REDE NACIONAL;ASSOCIAÇÃO NACIONAL DOS DIRIGENTES DAS INSTITUIÇÕES FEDERAIS DE ENSINO SUPERIOR;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO PÚBLICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
53045009001P3;ADMINISTRAÇÃO PÚBLICA EM REDE NACIONAL;UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO PÚBLICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
53045009001P3;ADMINISTRAÇÃO PÚBLICA EM REDE NACIONAL;UNIVERSIDADE FEDERAL DO RIO GRANDE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO PÚBLICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
53045009001P3;ADMINISTRAÇÃO PÚBLICA EM REDE NACIONAL;UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL-REI;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO PÚBLICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
53045009001P3;ADMINISTRAÇÃO PÚBLICA EM REDE NACIONAL;UNIVERSIDADE FEDERAL DE RONDÔNIA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO PÚBLICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
53045009001P3;ADMINISTRAÇÃO PÚBLICA EM REDE NACIONAL;UNIVERSIDADE FEDERAL DE JUIZ DE FORA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO PÚBLICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
41001010078P9;ADMINISTRAÇÃO UNIVERSITÁRIA;UNIVERSIDADE FEDERAL DE SANTA CATARINA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;PROFISSIONAL;-;-;4;-
42002010048P1;AGRICULTURA DE PRECISÂO;UNIVERSIDADE FEDERAL DE SANTA MARIA;CIÊNCIAS AGRÁRIAS I                               ;AGRONOMIA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;4;-
33001014034P5;AGRICULTURA E AMBIENTE;UNIVERSIDADE FEDERAL DE SÃO CARLOS;CIÊNCIAS AGRÁRIAS I                               ;AGRONOMIA;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
20002017041P1;AGRICULTURA E AMBIENTE;UNIVERSIDADE ESTADUAL DO MARANHÃO;CIÊNCIAS AGRÁRIAS I                               ;AGRONOMIA;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
26001012033P9;Agricultura e Ambiente;UNIVERSIDADE FEDERAL DE ALAGOAS;CIÊNCIAS AGRÁRIAS I                               ;AGRONOMIA;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
27001016049P5;Agricultura e Biodiversidade;FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE;CIÊNCIAS AGRÁRIAS I                               ;AGRONOMIA;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
32006012173P4;AGRICULTURA E INFORMAÇÕES GEOESPACIAIS;UNIVERSIDADE FEDERAL DE UBERLÂNDIA;INTERDISCIPLINAR                                  ;MEIO AMBIENTE E AGRÁRIAS;EM FUNCIONAMENTO;ACADÊMICO;A;-;-;-
12002011010P6;AGRICULTURA NO TRÓPICO ÚMIDO;INSTITUTO NACIONAL DE PESQUISAS DA AMAZÔNIA;CIÊNCIAS AGRÁRIAS I                               ;AGRONOMIA;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
31002013023P4;Agricultura Orgânica;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;CIÊNCIAS AGRÁRIAS I                               ;AGRONOMIA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
32016018005P6;AGRICULTURA SUSTENTÁVEL;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;CIÊNCIAS AGRÁRIAS I                               ;AGRONOMIA;EM FUNCIONAMENTO;ACADÊMICO;-;4;-;-
50001019002P4;AGRICULTURA TROPICAL;UNIVERSIDADE FEDERAL DE MATO GROSSO;CIÊNCIAS AGRÁRIAS I                               ;AGRONOMIA;EM FUNCIONAMENTO;ACADÊMICO;5;5;-;-
30001013042P0;AGRICULTURA TROPICAL;UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO;CIÊNCIAS AGRÁRIAS I                               ;AGRONOMIA;EM FUNCIONAMENTO;ACADÊMICO;4;-;-;-
33081018001P4;AGRICULTURA TROPICAL E SUBTROPICAL;INSTITUTO AGRONÔMICO DE CAMPINAS;CIÊNCIAS AGRÁRIAS I                               ;AGRONOMIA;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
15001016027P8;AGRICULTURAS AMAZÔNICAS;UNIVERSIDADE FEDERAL DO PARÁ;INTERDISCIPLINAR                                  ;MEIO AMBIENTE E AGRÁRIAS;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
42002010047P5;AGROBIOLOGIA;UNIVERSIDADE FEDERAL DE SANTA MARIA;CIÊNCIAS AGRÁRIAS I                               ;AGRONOMIA;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
20002017001P0;AGROECOLOGIA;UNIVERSIDADE ESTADUAL DO MARANHÃO;CIÊNCIAS AGRÁRIAS I                               ;AGRONOMIA;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
32002017044P4;AGROECOLOGIA;UNIVERSIDADE FEDERAL DE VIÇOSA;CIÊNCIAS AGRÁRIAS I                               ;AGRONOMIA;EM FUNCIONAMENTO;ACADÊMICO;4;-;-;-
30004012073P1;AGROECOLOGIA;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO;CIÊNCIAS AGRÁRIAS I                               ;AGRONOMIA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
40004015043P3;Agroecologia;UNIVERSIDADE ESTADUAL DE MARINGÁ;CIÊNCIAS AGRÁRIAS I                               ;AGRONOMIA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
