Código;Programa;Instituição de Ensino;Área de Avaliação;Área Básica;Situação;Modalidade;ME;DO;MP;DP
32002017043P8; Matemática;UNIVERSIDADE FEDERAL DE VIÇOSA;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;DESATIVADO ;ACADÊMICO;-;-;-;-
22003010002P8;ADMINISTRAÇÃO;UNIVERSIDADE ESTADUAL DO CEARÁ;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO PÚBLICA;DESATIVADO ;ACADÊMICO;-;-;-;-
26001012004P9;ADMINISTRAÇÃO;UNIVERSIDADE FEDERAL DE ALAGOAS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;DESATIVADO ;ACADÊMICO;-;-;-;-
32008015010P0;ADMINISTRAÇÃO;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;DESATIVADO ;PROFISSIONAL;-;-;-;-
32071019001P0;ADMINISTRAÇÃO;CENTRO UNIVERSITARIO DO LESTE DE MINAS GERAIS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;DESATIVADO ;PROFISSIONAL;-;-;-;-
33017018005P5;ADMINISTRAÇÃO;UNIVERSIDADE METODISTA DE SÃO PAULO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;DESATIVADO ;ACADÊMICO;-;-;-;-
33020019002P3;ADMINISTRAÇÃO;UNIVERSIDADE CATÓLICA DE SANTOS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;DESATIVADO ;ACADÊMICO;-;-;-;-
33028010001P1;ADMINISTRAÇÃO;CENTRO UNIVERSITÁRIO SÃO CAMILO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;DESATIVADO ;ACADÊMICO;-;-;-;-
33052018004P4;ADMINISTRAÇÃO;UNIVERSIDADE CIDADE DE SÃO PAULO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;DESATIVADO ;PROFISSIONAL;-;-;-;-
33099014001P7;ADMINISTRAÇÃO;CENTRO UNIVERSITÁRIO MUNICIPAL DE FRANCA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;DESATIVADO ;ACADÊMICO;-;-;-;-
33017018008P4;ADMINISTRAÇÃO;UNIVERSIDADE METODISTA DE SÃO PAULO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;DESATIVADO ;ACADÊMICO;-;-;-;-
33131015002P9;ADMINISTRAÇÃO;CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;DESATIVADO ;ACADÊMICO;-;-;-;-
33092010003P9;ADMINISTRAÇÃO;UNIVERSIDADE NOVE DE JULHO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;DESATIVADO ;ACADÊMICO;-;-;-;-
30007011002P6;ADMINISTRAÇÃO;FUCAPE FUNDACAO DE PESQUISA E ENSINO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO DE EMPRESAS;DESATIVADO ;PROFISSIONAL;-;-;-;-
53017013002P2;ADMINISTRAÇÃO;CENTRO UNIVERSITÁRIO EURO-AMERICANO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO DE EMPRESAS;DESATIVADO ;ACADÊMICO;-;-;-;-
28001010074P6;ADMINISTRAÇÃO;UNIVERSIDADE FEDERAL DA BAHIA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO PÚBLICA;DESATIVADO ;ACADÊMICO;-;-;-;-
33146012001P6;ADMINISTRAÇÃO;FACULDADE FIA DE ADMINISTRAÇÃO E NEGÓCIOS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO DE EMPRESAS;DESATIVADO ;PROFISSIONAL;-;-;-;-
31002013030P0;ADMINISTRAÇÃO;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;DESATIVADO ;ACADÊMICO;-;-;-;-
33142017004P0;ADMINISTRAÇÃO;CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;DESATIVADO ;ACADÊMICO;-;-;-;-
23004010006P2;ADMINISTRAÇÃO;UNIVERSIDADE POTIGUAR;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;DESATIVADO ;ACADÊMICO;-;-;-;-
33009015054P7;ADMINISTRAÇÃO DA PRÁTICA OFTALMOLÓGICA;UNIVERSIDADE FEDERAL DE SÃO PAULO;INTERDISCIPLINAR                                  ;INTERDISCIPLINAR;DESATIVADO ;PROFISSIONAL;-;-;-;-
22001018045P6;ADMINISTRAÇÃO DE EMPRESAS;UNIVERSIDADE FEDERAL DO CEARÁ;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;DESATIVADO ;PROFISSIONAL;-;-;-;-
33096015002P4;ADMINISTRAÇÃO DE EMPRESAS;CENTRO UNIVERSITÁRIO FECAP                                  ;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;DESATIVADO ;ACADÊMICO;-;-;-;-
31011012016P3;ADMINISTRAÇÃO DE NEGÓCIOS;FUNDAÇÃO GETÚLIO VARGAS (SP);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;DESATIVADO ;PROFISSIONAL;-;-;-;-
31011012016P3;ADMINISTRAÇÃO DE NEGÓCIOS;FUNDAÇÃO GETÚLIO VARGAS ( RJ );ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;DESATIVADO ;PROFISSIONAL;-;-;-;-
42005019028P6;ADMINISTRAÇÃO E NEGÓCIOS;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;DESATIVADO ;PROFISSIONAL;-;-;-;-
42005019033P0;ADMINISTRAÇÃO E NEGÓCIOS - PUC-RS - UCS;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;DESATIVADO ;ACADÊMICO;-;-;-;-
42005019033P0;ADMINISTRAÇÃO E NEGÓCIOS - PUC-RS - UCS;UNIVERSIDADE DE CAXIAS DO SUL;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;DESATIVADO ;ACADÊMICO;-;-;-;-
25003011004P9;ADMINISTRAÇÃO RURAL E COMUNICAÇÃO RURAL;UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO;INTERDISCIPLINAR                                  ;INTERDISCIPLINAR;DESATIVADO ;ACADÊMICO;-;-;-;-
40004015017P2;ADMINISTRAÇÃO UEM-UEL;UNIVERSIDADE ESTADUAL DE LONDRINA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;DESATIVADO ;ACADÊMICO;-;-;-;-
40004015017P2;ADMINISTRAÇÃO UEM-UEL;UNIVERSIDADE ESTADUAL DE MARINGÁ;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;DESATIVADO ;ACADÊMICO;-;-;-;-
33107017005P0;ADOLESCENTE EM CONFLITO COM A LEI;UNIVERSIDADE ANHANGUERA DE SÃO PAULO;INTERDISCIPLINAR                                  ;SOCIAIS E HUMANIDADES;DESATIVADO ;PROFISSIONAL;-;-;-;-
40075010001P1;Agricultura Conservacionista;INSTITUTO AGRONÔMICO DO PARANÁ;CIÊNCIAS AGRÁRIAS I                               ;AGRONOMIA;DESATIVADO ;ACADÊMICO;-;-;-;-
15001016025P5;AGRICULTURAS AMAZÔNICAS;UNIVERSIDADE FEDERAL DO PARÁ;CIÊNCIAS AGRÁRIAS I                               ;AGRONOMIA;DESATIVADO ;ACADÊMICO;-;-;-;-
27001016012P4;AGROECOSSISTEMAS;FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE;CIÊNCIAS AGRÁRIAS I                               ;AGRONOMIA;DESATIVADO ;ACADÊMICO;-;-;-;-
41001010068P3;AGROECOSSISTEMAS;UNIVERSIDADE FEDERAL DE SANTA CATARINA;CIÊNCIAS AMBIENTAIS;CIÊNCIAS AMBIENTAIS;DESATIVADO ;PROFISSIONAL;-;-;-;-
51001012016P8;AGRONEGÓCIOS;UNIVERSIDADE FEDERAL DE GOIÁS;INTERDISCIPLINAR                                  ;MEIO AMBIENTE E AGRÁRIAS;DESATIVADO ;ACADÊMICO;-;-;-;-
51001012016P8;AGRONEGÓCIOS;FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL;INTERDISCIPLINAR                                  ;MEIO AMBIENTE E AGRÁRIAS;DESATIVADO ;ACADÊMICO;-;-;-;-
42001013090P8;AGRONEGÓCIOS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;INTERDISCIPLINAR                                  ;MEIO AMBIENTE E AGRÁRIAS;DESATIVADO ;PROFISSIONAL;-;-;-;-
51001012003P3;AGRONOMIA;FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL;CIÊNCIAS AGRÁRIAS I                               ;AGRONOMIA;DESATIVADO ;ACADÊMICO;-;-;-;-
23003014015P5;AGRONOMIA - CIÊNCIA DO SOLO;UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO;CIÊNCIAS AGRÁRIAS I                               ;CIÊNCIA DO SOLO;DESATIVADO ;ACADÊMICO;-;-;-;-
33002037010P6;AGRONOMIA (FÍSICA DO AMBIENTE AGRÍCOLA);USP ( ESCOLA SUPERIOR DE AGRICULTURA LUIZ DE QUEIROZ );CIÊNCIAS AGRÁRIAS I                               ;AGRONOMIA;DESATIVADO ;ACADÊMICO;-;-;-;-
33004102050P5;AGRONOMIA (PRODUÇÃO E TECNOLOGIA DE SEMENTES);UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( JABOTICABAL );CIÊNCIAS AGRÁRIAS I                               ;PRODUÇÃO E BENEFICIAMENTO DE SEMENTES;DESATIVADO ;ACADÊMICO;-;-;-;-
33076014002P0;ANÁLISES CLÍNICAS;UNIVERSIDADE DE SANTO AMARO;MEDICINA II                                       ;ANATOMIA PATOLÓGICA E PATOLOGIA CLÍNICA;DESATIVADO ;PROFISSIONAL;-;-;-;-
33009015004P0;ANATOMIA;UNIVERSIDADE FEDERAL DE SÃO PAULO;CIÊNCIAS BIOLÓGICAS II                            ;ANATOMIA;DESATIVADO ;ACADÊMICO;-;-;-;-
31001017091P3;ANATOMIA HUMANA;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;CIÊNCIAS BIOLÓGICAS II                            ;ANATOMIA;DESATIVADO ;ACADÊMICO;-;-;-;-
33003017057P8;ANATOMIA PATOLÓGICA;UNIVERSIDADE ESTADUAL DE CAMPINAS;MEDICINA II                                       ;ANATOMIA PATOLÓGICA E PATOLOGIA CLÍNICA;DESATIVADO ;ACADÊMICO;-;-;-;-
15001016011P4;ANTROPOLOGIA;UNIVERSIDADE FEDERAL DO PARÁ;ANTROPOLOGIA / ARQUEOLOGIA                        ;ANTROPOLOGIA;DESATIVADO ;ACADÊMICO;-;-;-;-
32053010007P7;ARQUITETURA E URBANISMO;UNIVERSIDADE FUMEC;ARQUITETURA, URBANISMO E DESIGN;ARQUITETURA E URBANISMO;DESATIVADO ;PROFISSIONAL;-;-;-;-
33002010114P5;ARTES;UNIVERSIDADE DE SÃO PAULO;ARTES;ARTES;DESATIVADO ;ACADÊMICO;-;-;-;-
33003017059P0;ARTES;UNIVERSIDADE ESTADUAL DE CAMPINAS;ARTES;ARTES;DESATIVADO ;ACADÊMICO;-;-;-;-
32006012026P1;ARTES;UNIVERSIDADE FEDERAL DE UBERLÂNDIA;ARTES;ARTES;DESATIVADO ;ACADÊMICO;-;-;-;-
33002010157P6;ARTES CÊNICAS;UNIVERSIDADE DE SÃO PAULO;ARTES;ARTES;DESATIVADO ;ACADÊMICO;-;-;-;-
33062013001P7;ARTES VISUAIS;FACULDADE SANTA MARCELINA;ARTES;ARTES;DESATIVADO ;ACADÊMICO;-;-;-;-
31005012031P6;ATUÁRIA;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;DESATIVADO ;ACADÊMICO;-;-;-;-
50008013007P0;BIOCIÊNCIA ANIMAL;UNIVERSIDADE FEDERAL DE VIÇOSA;MEDICINA VETERINÁRIA                              ;MEDICINA VETERINÁRIA;DESATIVADO ;ACADÊMICO;-;-;-;-
50008013007P0;BIOCIÊNCIA ANIMAL;UNIVERSIDADE DE CUIABÁ;MEDICINA VETERINÁRIA                              ;MEDICINA VETERINÁRIA;DESATIVADO ;ACADÊMICO;-;-;-;-
33131015003P5;BIODIREITO, ÉTICA E CIDADANIA;CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO;DIREITO                                           ;DIREITOS ESPECIAIS;DESATIVADO ;ACADÊMICO;-;-;-;-
28001010018P9;BIODIVERSIDADE;UNIVERSIDADE FEDERAL DA BAHIA;BIODIVERSIDADE;ECOLOGIA;DESATIVADO ;ACADÊMICO;-;-;-;-
30001013040P7;BIODIVERSIDADE TROPICAL;UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO;BIODIVERSIDADE;ECOLOGIA;DESATIVADO ;ACADÊMICO;-;-;-;-
28024010001P1;BIOENERGIA;FACULDADE DE TECNOLOGIA E CIÊNCIAS DE SALVADOR;INTERDISCIPLINAR                                  ;ENGENHARIA/TECNOLOGIA/GESTÃO;DESATIVADO ;PROFISSIONAL;-;-;-;-
33028010002P8;BIOÉTICA;CENTRO UNIVERSITÁRIO SÃO CAMILO;INTERDISCIPLINAR                                  ;SAÚDE E BIOLÓGICAS;DESATIVADO ;ACADÊMICO;-;-;-;-
25001019008P1;BIOFÍSICA;UNIVERSIDADE FEDERAL DE PERNAMBUCO;CIÊNCIAS BIOLÓGICAS II                            ;BIOFÍSICA;DESATIVADO ;ACADÊMICO;-;-;-;-
42001013082P5;BIOLOGIA CELULAR E MOLECULAR;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;CIÊNCIAS BIOLÓGICAS I                             ;BIOLOGIA GERAL;DESATIVADO ;PROFISSIONAL;-;-;-;-
33003017013P0;BIOLOGIA (IMUNOLOGIA);UNIVERSIDADE ESTADUAL DE CAMPINAS;CIÊNCIAS BIOLÓGICAS III                           ;IMUNOLOGIA;DESATIVADO ;ACADÊMICO;-;-;-;-
20009011002P0;BIOLOGIA PARASITÁRIA;UNIVERSIDADE CEUMA;CIÊNCIAS BIOLÓGICAS III                           ;MICROBIOLOGIA;DESATIVADO ;ACADÊMICO;-;-;-;-
12006017001P2;BIOLOGIA URBANA;UNIVERSIDADE NILTON LINS;CIÊNCIAS BIOLÓGICAS I                             ;BIOLOGIA GERAL;DESATIVADO ;ACADÊMICO;-;-;-;-
12006017002P9;BIOLOGIA URBANA;UNIVERSIDADE NILTON LINS;CIÊNCIAS BIOLÓGICAS I                             ;BIOLOGIA GERAL;DESATIVADO ;PROFISSIONAL;-;-;-;-
33107017007P3;Biomateriais;UNIVERSIDADE ANHANGUERA DE SÃO PAULO;ODONTOLOGIA                                       ;ODONTOLOGIA;DESATIVADO ;PROFISSIONAL;-;-;-;-
42003016013P6;BIOTECNOLOGIA;UNIVERSIDADE FEDERAL DE PELOTAS;INTERDISCIPLINAR                                  ;INTERDISCIPLINAR;DESATIVADO ;ACADÊMICO;-;-;-;-
25001019049P0;BIOTECNOLOGIA DE PRODUTOS BIOATIVOS;UNIVERSIDADE FEDERAL DE PERNAMBUCO;CIÊNCIAS BIOLÓGICAS I                             ;BIOLOGIA GERAL;DESATIVADO ;ACADÊMICO;-;-;-;-
27001016018P2;BIOTECNOLOGIA DE RECURSOS NATURAIS;FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE;CIÊNCIAS AGRÁRIAS I                               ;AGRONOMIA;DESATIVADO ;ACADÊMICO;-;-;-;-
31062016001P1;BIOTECNOLOGIA EM SAÚDE E MEDICINA INVESTIGATIVA;EXCLUIR CENTRO DE PESQ GONCALO MONIZ - FIOCRUZ;CIÊNCIAS BIOLÓGICAS III                           ;IMUNOLOGIA;DESATIVADO ;ACADÊMICO;-;-;-;-
42005019034P6;BIOTECNOLOGIA FARMACÊUTICA;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;BIOTECNOLOGIA                                     ;BIOTECNOLOGIA;DESATIVADO ;PROFISSIONAL;-;-;-;-
33030014002P5;BIOTECNOLOGIA INDUSTRIAL;FACULDADE DE ENGENHARIA QUÍMICA DE LORENA                   ;INTERDISCIPLINAR                                  ;SAÚDE E BIOLÓGICAS;DESATIVADO ;ACADÊMICO;-;-;-;-
41024010001P9;Carvão Mineral;CENTRO UNIVERSITÁRIO SATC;ENGENHARIAS II                                    ;ENGENHARIA DE MINAS;DESATIVADO ;PROFISSIONAL;-;-;-;-
31003010037P5;CIÊNCIA AMBIENTAL;UNIVERSIDADE FEDERAL FLUMINENSE;INTERDISCIPLINAR                                  ;MEIO AMBIENTE E AGRÁRIAS;DESATIVADO ;ACADÊMICO;-;-;-;-
33002010189P5;CIÊNCIA AMBIENTAL;UNIVERSIDADE DE SÃO PAULO;INTERDISCIPLINAR                                  ;INTERDISCIPLINAR;DESATIVADO ;ACADÊMICO;-;-;-;-
15001016023P2;CIÊNCIA ANIMAL;UNIVERSIDADE FEDERAL DO PARÁ;ZOOTECNIA / RECURSOS PESQUEIROS                   ;ZOOTECNIA;DESATIVADO ;ACADÊMICO;-;-;-;-
53008014001P0;CIÊNCIA ANIMAL;UNIÃO PIONEIRA DE INTEGRAÇÃO SOCIAL                         ;MEDICINA VETERINÁRIA                              ;MEDICINA VETERINÁRIA;DESATIVADO ;ACADÊMICO;-;-;-;-
12001015066P5;CIÊNCIA ANIMAL;UNIVERSIDADE FEDERAL DO AMAZONAS;ZOOTECNIA / RECURSOS PESQUEIROS                   ;ZOOTECNIA;DESATIVADO ;ACADÊMICO;-;-;-;-
25020013041P6;CIÊNCIA ANIMAL;UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO;ZOOTECNIA / RECURSOS PESQUEIROS                   ;ZOOTECNIA;DESATIVADO ;ACADÊMICO;-;-;-;-
32001010087P9;Ciência Animal;UNIVERSIDADE FEDERAL DE MINAS GERAIS;MEDICINA VETERINÁRIA                              ;MEDICINA VETERINÁRIA;DESATIVADO ;PROFISSIONAL;-;-;-;-
25003011031P6;Ciência Animal Tropical;UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO;MEDICINA VETERINÁRIA                              ;MEDICINA VETERINÁRIA;DESATIVADO ;ACADÊMICO;-;-;-;-
33111014002P5;CIÊNCIA DA COMPUTAÇÃO;CENTRO UNIVERSITÁRIO EURÍPEDES DE MARÍLIA;CIÊNCIA DA COMPUTAÇÃO                             ;CIÊNCIA DA COMPUTAÇÃO;DESATIVADO ;ACADÊMICO;-;-;-;-
33003017084P5;CIÊNCIA DA COMPUTAÇÃO;UNIVERSIDADE ESTADUAL DE CAMPINAS;CIÊNCIA DA COMPUTAÇÃO                             ;CIÊNCIA DA COMPUTAÇÃO;DESATIVADO ;PROFISSIONAL;-;-;-;-
33007012009P9;CIÊNCIA DA COMPUTAÇÃO;UNIVERSIDADE METODISTA DE PIRACICABA;CIÊNCIA DA COMPUTAÇÃO                             ;CIÊNCIA DA COMPUTAÇÃO;DESATIVADO ;ACADÊMICO;-;-;-;-
28001010090P1;CIÊNCIA DA COMPUTAÇÃO;UNIVERSIDADE FEDERAL DA BAHIA;CIÊNCIA DA COMPUTAÇÃO                             ;CIÊNCIA DA COMPUTAÇÃO;DESATIVADO ;ACADÊMICO;-;-;-;-
33006016003P4;CIÊNCIA DA INFORMAÇÃO;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS;COMUNICAÇÃO E INFORMAÇÃO;CIÊNCIA DA INFORMAÇÃO;DESATIVADO ;ACADÊMICO;-;-;-;-
31026010002P0;CIÊNCIA DA MOTRICIDADE HUMANA;UNIVERSIDADE CASTELO BRANCO;EDUCAÇÃO FÍSICA                                   ;EDUCAÇÃO FÍSICA;DESATIVADO ;ACADÊMICO;-;-;-;-
42002010006P7;CIÊNCIA DO MOVIMENTO HUMANO;UNIVERSIDADE FEDERAL DE SANTA MARIA;EDUCAÇÃO FÍSICA                                   ;EDUCAÇÃO FÍSICA;DESATIVADO ;ACADÊMICO;-;-;-;-
41007018004P0;CIÊNCIA E BIOTECNOLOGIA;UNIVERSIDADE DO OESTE DE SANTA CATARINA;BIOTECNOLOGIA                                     ;BIOTECNOLOGIA;DESATIVADO ;ACADÊMICO;-;-;-;-
33067015005P4;CIÊNCIA E TECNOLOGIA AMBIENTAL;CENTRO UNIVERSITÁRIO SAGRADO CORAÇÃO;CIÊNCIAS AMBIENTAIS;CIÊNCIAS AMBIENTAIS;DESATIVADO ;ACADÊMICO;-;-;-;-
33002037019P3;CIÊNCIA E TECNOLOGIA DE MADEIRAS;USP ( ESCOLA SUPERIOR DE AGRICULTURA LUIZ DE QUEIROZ );CIÊNCIAS AGRÁRIAS I                               ;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL;DESATIVADO ;ACADÊMICO;-;-;-;-
31058019001P8;CIÊNCIA E TECNOLOGIA NUCLEARES: ENGENHARIA DE REATORES;INSTITUTO DE ENGENHARIA NUCLEAR;ENGENHARIAS II                                    ;ENGENHARIA NUCLEAR;DESATIVADO ;PROFISSIONAL;-;-;-;-
33010013004P4;CIÊNCIA ESPACIAL;INSTITUTO NACIONAL DE PESQUISAS ESPACIAIS;ASTRONOMIA / FÍSICA                               ;ASTRONOMIA;DESATIVADO ;ACADÊMICO;-;-;-;-
31001017114P3;CIÊNCIA POLÍTICA;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ;CIÊNCIA POLÍTICA;DESATIVADO ;ACADÊMICO;-;-;-;-
21001014014P0;CIÊNCIA POLÍTICA;FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ;CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ;CIÊNCIA POLÍTICA;DESATIVADO ;ACADÊMICO;-;-;-;-
31012019002P9;CIÊNCIA POLÍTICA (CIÊNCIA POLÍTICA E SOCIOLOGIA);INSTITUTO UNIVERSITÁRIO DE PESQUISA DO RIO DE JANEIRO;CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ;CIÊNCIA POLÍTICA;DESATIVADO ;ACADÊMICO;-;-;-;-
28001010016P6;CIÊNCIAS AGRÁRIAS;UNIVERSIDADE FEDERAL DA BAHIA;CIÊNCIAS AGRÁRIAS I                               ;AGRONOMIA;DESATIVADO ;ACADÊMICO;-;-;-;-
53001010039P7;CIÊNCIAS AGRÁRIAS;UNIVERSIDADE DE BRASÍLIA;CIÊNCIAS AGRÁRIAS I                               ;AGRONOMIA;DESATIVADO ;ACADÊMICO;-;-;-;-
28001010086P4;Ciências Ambientais;UNIVERSIDADE FEDERAL DA BAHIA;CIÊNCIAS AMBIENTAIS;CIÊNCIAS AMBIENTAIS;DESATIVADO ;ACADÊMICO;-;-;-;-
33009015055P3;CIÊNCIAS APLICADAS AO APARELHO LOCOMOTOR;UNIVERSIDADE FEDERAL DE SÃO PAULO;MEDICINA III                                      ;ORTOPEDIA;DESATIVADO ;PROFISSIONAL;-;-;-;-
15001016005P4;CIÊNCIAS BIOLÓGICAS;UNIVERSIDADE FEDERAL DO PARÁ;CIÊNCIAS BIOLÓGICAS II                            ;CITOLOGIA E BIOLOGIA CELULAR;DESATIVADO ;ACADÊMICO;-;-;-;-
23001011035P3;CIÊNCIAS BIOLÓGICAS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;CIÊNCIAS BIOLÓGICAS I                             ;BIOLOGIA GERAL;DESATIVADO ;ACADÊMICO;-;-;-;-
28001010008P3;CIÊNCIAS BIOLÓGICAS;UNIVERSIDADE FEDERAL DA BAHIA;BIODIVERSIDADE;FISIOLOGIA VEGETAL;DESATIVADO ;ACADÊMICO;-;-;-;-
33051011005P4;CIÊNCIAS BIOLÓGICAS;UNIVERSIDADE DO VALE DO PARAÍBA;CIÊNCIAS BIOLÓGICAS I                             ;BIOLOGIA GERAL;DESATIVADO ;ACADÊMICO;-;-;-;-
33002029001P1;CIÊNCIAS BIOLÓGICAS (BIOESTATÍSTICA);UNIVERSIDADE DE SÃO PAULO ( RIBEIRÃO PRETO );MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;PROBABILIDADE E ESTATÍSTICA APLICADAS;DESATIVADO ;ACADÊMICO;-;-;-;-
33004064024P6;CIÊNCIAS BIOLÓGICAS (BIOLOGIA ESTRUTURAL);UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BOTUCATU );CIÊNCIAS BIOLÓGICAS II                            ;ANATOMIA;DESATIVADO ;ACADÊMICO;-;-;-;-
31042015001P8;CIÊNCIAS BIOLÓGICAS (DOENÇAS PARASITÁRIAS);UNIVERSIDADE IGUAÇU                                         ;CIÊNCIAS BIOLÓGICAS III                           ;PARASITOLOGIA;DESATIVADO ;ACADÊMICO;-;-;-;-
